square_index,rider_id,driver_idx,trip_start_timestamp,trip_duration,ride_miles,trip_end_timestamp,price_of_ride,rider_acceptance_prob,driver_acceptance_prob
5,901,44,172,3,1.27,175,9.64,0.54,0.55
0,754,89,326,11,5.3,337,23.22,0.5,0.53
12,838,77,318,16,7.87,334,31.81,0.48,0.52
14,735,64,350,7,3.41,357,16.67,0.52,0.54
0,92,89,360,23,11.34,383,43.58,0.45,0.51
14,784,64,367,7,3.26,374,16.39,0.52,0.54
0,544,89,412,20,9.84,432,38.5,0.47000000000000003,0.51
5,106,44,441,9,4.46,450,20.14,0.51,0.54
4,23,32,479,16,7.83,495,31.73,0.48,0.52
5,823,44,458,9,4.52,467,20.25,0.51,0.54
14,151,64,465,7,3.68,472,17.16,0.52,0.54
7,72,51,507,15,7.61,522,30.55,0.49,0.52
7,57,51,517,10,5.2,527,22.27,0.51,0.53
12,139,73,516,13,6.3,529,26.6,0.5,0.53
3,77,0,574,16,7.92,590,31.9,0.48,0.52
14,96,64,573,17,8.39,590,33.53,0.48,0.52
9,855,42,676,10,4.91,686,21.73,0.51,0.54
6,954,29,832,5,2.33,837,13.14,0.53,0.55
1,854,40,851,11,5.59,862,23.75,0.5,0.53
1,404,40,1005,5,2.61,1010,13.66,0.53,0.55
3,287,45,1039,4,1.96,1043,11.69,0.53,0.55
3,348,45,1074,7,3.7,1081,17.19,0.52,0.54
8,479,11,1075,8,3.89,1083,18.31,0.52,0.54
9,257,31,1052,8,3.77,1060,18.1,0.52,0.54
13,263,46,1075,9,4.63,1084,20.46,0.51,0.54
8,320,11,1104,17,8.53,1121,33.79,0.48,0.52
9,339,31,1095,4,1.95,1099,11.67,0.53,0.55
13,886,46,1095,9,4.35,1104,19.93,0.51,0.54
8,317,11,1115,9,4.7,1124,20.58,0.51,0.54
13,879,46,1129,10,5.2,1139,22.26,0.51,0.53
3,262,45,1161,17,8.5,1178,33.73,0.48,0.52
3,897,45,1187,14,6.81,1201,28.32,0.49,0.53
13,738,46,1194,5,2.48,1199,13.41,0.53,0.55
3,893,45,1221,19,9.53,1240,37.16,0.47000000000000003,0.52
8,718,11,1243,16,7.86,1259,31.79,0.48,0.52
13,501,46,1285,9,4.46,1294,20.14,0.51,0.54
3,715,45,1313,4,1.82,1317,11.43,0.53,0.55
13,921,46,1304,11,5.37,1315,23.35,0.5,0.53
13,886,46,1340,16,7.86,1356,31.79,0.48,0.52
13,567,46,1364,12,5.89,1376,25.07,0.5,0.53
9,703,31,1386,13,6.41,1399,26.8,0.5,0.53
9,780,31,1429,14,6.92,1443,28.52,0.49,0.53
1,753,11,126,3,1.33,129,9.75,0.54,0.55
1,753,11,126,3,1.33,129,9.75,0.54,0.55
13,791,40,229,6,3.23,235,15.57,0.52,0.54
13,791,40,229,6,3.23,235,15.57,0.52,0.54
10,775,31,269,10,5.14,279,22.15,0.51,0.53
10,775,31,269,10,5.14,279,22.15,0.51,0.53
4,913,12,312,7,3.55,319,16.93,0.52,0.54
4,913,12,312,7,3.55,319,16.93,0.52,0.54
11,759,88,307,8,4.1,315,18.7,0.52,0.54
11,759,88,307,8,4.1,315,18.7,0.52,0.54
1,4,11,371,8,3.85,379,18.25,0.52,0.54
1,4,11,371,8,3.85,379,18.25,0.52,0.54
10,222,31,374,16,8.22,390,32.43,0.48,0.52
10,222,31,374,16,8.22,390,32.43,0.48,0.52
11,63,88,414,15,7.65,429,30.63,0.49,0.52
11,63,88,414,15,7.65,429,30.63,0.49,0.52
1,992,11,428,4,1.84,432,11.47,0.53,0.55
1,992,11,428,4,1.84,432,11.47,0.53,0.55
1,123,11,476,6,2.97,482,15.08,0.52,0.54
1,123,11,476,6,2.97,482,15.08,0.52,0.54
4,956,12,460,5,2.54,465,13.52,0.53,0.55
4,956,12,460,5,2.54,465,13.52,0.53,0.55
8,755,98,464,14,7.1,478,28.84,0.49,0.53
8,755,98,464,14,7.1,478,28.84,0.49,0.53
8,220,98,488,2,1.11,490,8.59,0.54,0.55
8,220,98,488,2,1.11,490,8.59,0.54,0.55
10,8,31,504,14,6.82,518,28.33,0.49,0.53
10,8,31,504,14,6.82,518,28.33,0.49,0.53
1,55,11,532,3,1.72,535,10.48,0.54,0.55
1,55,11,532,3,1.72,535,10.48,0.54,0.55
8,957,98,531,19,9.74,550,37.55,0.47000000000000003,0.52
8,957,98,531,19,9.74,550,37.55,0.47000000000000003,0.52
6,65,59,549,3,1.62,552,10.28,0.54,0.55
6,65,59,549,3,1.62,552,10.28,0.54,0.55
8,179,98,550,1,0.62,551,6.9,0.55,0.55
8,179,98,550,1,0.62,551,6.9,0.55,0.55
9,63,55,551,13,6.27,564,26.54,0.5,0.53
9,63,55,551,13,6.27,564,26.54,0.5,0.53
15,234,70,554,13,6.6,567,27.16,0.49,0.53
15,234,70,554,13,6.6,567,27.16,0.49,0.53
6,83,59,586,7,3.46,593,16.77,0.52,0.54
6,83,59,586,7,3.46,593,16.77,0.52,0.54
14,787,99,597,10,4.93,607,21.78,0.51,0.54
14,787,99,597,10,4.93,607,21.78,0.51,0.54
9,858,55,616,9,4.58,625,20.35,0.51,0.54
9,858,55,616,9,4.58,625,20.35,0.51,0.54
14,865,99,603,7,3.31,610,16.48,0.52,0.54
14,865,99,603,7,3.31,610,16.48,0.52,0.54
14,979,99,656,13,6.39,669,26.77,0.5,0.53
14,979,99,656,13,6.39,669,26.77,0.5,0.53
4,795,12,773,12,6.04,785,25.34,0.5,0.53
4,795,12,773,12,6.04,785,25.34,0.5,0.53
4,938,12,836,9,4.65,845,20.47,0.51,0.54
4,938,12,836,9,4.65,845,20.47,0.51,0.54
1,840,8,840,19,9.53,859,37.16,0.47000000000000003,0.52
1,840,8,840,19,9.53,859,37.16,0.47000000000000003,0.52
7,836,5,867,4,2.18,871,12.09,0.53,0.55
7,836,5,867,4,2.18,871,12.09,0.53,0.55
14,962,99,946,7,3.6,953,17.02,0.52,0.54
14,962,99,946,7,3.6,953,17.02,0.52,0.54
8,479,66,997,16,7.76,1013,31.61,0.48,0.52
8,479,66,997,16,7.76,1013,31.61,0.48,0.52
14,967,99,1005,11,5.46,1016,23.51,0.5,0.53
14,967,99,1005,11,5.46,1016,23.51,0.5,0.53
8,321,66,1048,15,7.41,1063,30.19,0.49,0.52
8,321,66,1048,15,7.41,1063,30.19,0.49,0.52
14,399,99,1033,11,5.35,1044,23.31,0.5,0.53
14,399,99,1033,11,5.35,1044,23.31,0.5,0.53
4,377,12,1069,8,4.24,1077,18.96,0.52,0.54
4,377,12,1069,8,4.24,1077,18.96,0.52,0.54
14,324,99,1066,17,8.49,1083,33.72,0.48,0.52
14,324,99,1066,17,8.49,1083,33.72,0.48,0.52
4,432,12,1089,7,3.29,1096,16.44,0.52,0.54
4,432,12,1089,7,3.29,1096,16.44,0.52,0.54
14,986,99,1081,3,1.69,1084,10.41,0.54,0.55
14,986,99,1081,3,1.69,1084,10.41,0.54,0.55
4,297,12,1132,10,5.19,1142,22.25,0.51,0.53
4,297,12,1132,10,5.19,1142,22.25,0.51,0.53
7,348,5,1134,13,6.52,1147,27.0,0.5,0.53
7,348,5,1134,13,6.52,1147,27.0,0.5,0.53
8,267,66,1134,14,6.95,1148,28.57,0.49,0.53
8,267,66,1134,14,6.95,1148,28.57,0.49,0.53
15,338,33,1113,13,6.41,1126,26.81,0.5,0.53
15,338,33,1113,13,6.41,1126,26.81,0.5,0.53
8,282,66,1161,10,4.9,1171,21.71,0.51,0.54
8,282,66,1161,10,4.9,1171,21.71,0.51,0.54
14,537,99,1156,20,9.77,1176,38.37,0.47000000000000003,0.51
14,537,99,1156,20,9.77,1176,38.37,0.47000000000000003,0.51
15,493,33,1167,14,6.84,1181,28.38,0.49,0.53
15,493,33,1167,14,6.84,1181,28.38,0.49,0.53
7,440,5,1187,6,2.98,1193,15.1,0.52,0.54
7,440,5,1187,6,2.98,1193,15.1,0.52,0.54
8,336,66,1173,7,3.53,1180,16.89,0.52,0.54
8,336,66,1173,7,3.53,1180,16.89,0.52,0.54
15,620,33,1215,10,5.01,1225,21.93,0.51,0.54
15,620,33,1215,10,5.01,1225,21.93,0.51,0.54
7,506,5,1251,3,1.71,1254,10.45,0.54,0.55
7,506,5,1251,3,1.71,1254,10.45,0.54,0.55
14,506,99,1234,10,5.11,1244,22.1,0.51,0.53
14,506,99,1234,10,5.11,1244,22.1,0.51,0.53
7,574,5,1278,2,1.23,1280,8.79,0.54,0.55
7,574,5,1278,2,1.23,1280,8.79,0.54,0.55
15,523,33,1311,10,5.16,1321,22.19,0.51,0.53
15,523,33,1311,10,5.16,1321,22.19,0.51,0.53
15,655,33,1348,1,0.62,1349,6.91,0.55,0.55
15,655,33,1348,1,0.62,1349,6.91,0.55,0.55
15,583,33,1355,16,7.83,1371,31.73,0.48,0.52
15,583,33,1355,16,7.83,1371,31.73,0.48,0.52
7,836,5,1438,13,6.61,1451,27.17,0.49,0.53
7,836,5,1438,13,6.61,1451,27.17,0.49,0.53
15,557,33,1427,16,8.22,1443,32.44,0.48,0.52
15,557,33,1427,16,8.22,1443,32.44,0.48,0.52
7,893,21,141,9,4.74,150,20.64,0.51,0.54
7,893,21,141,9,4.74,150,20.64,0.51,0.54
7,893,21,141,9,4.74,150,20.64,0.51,0.54
9,772,36,171,7,3.58,178,16.97,0.52,0.54
9,772,36,171,7,3.58,178,16.97,0.52,0.54
9,772,36,171,7,3.58,178,16.97,0.52,0.54
1,56,63,385,18,9.16,403,35.71,0.47000000000000003,0.52
1,56,63,385,18,9.16,403,35.71,0.47000000000000003,0.52
1,56,63,385,18,9.16,403,35.71,0.47000000000000003,0.52
2,199,86,391,11,5.58,402,23.73,0.5,0.53
2,199,86,391,11,5.58,402,23.73,0.5,0.53
2,199,86,391,11,5.58,402,23.73,0.5,0.53
9,65,36,407,11,5.35,418,23.31,0.5,0.53
9,65,36,407,11,5.35,418,23.31,0.5,0.53
9,65,36,407,11,5.35,418,23.31,0.5,0.53
9,106,36,443,13,6.56,456,27.07,0.49,0.53
9,106,36,443,13,6.56,456,27.07,0.49,0.53
9,106,36,443,13,6.56,456,27.07,0.49,0.53
4,8,43,465,5,2.65,470,13.71,0.53,0.55
4,8,43,465,5,2.65,470,13.71,0.53,0.55
4,8,43,465,5,2.65,470,13.71,0.53,0.55
6,17,61,497,6,2.77,503,14.73,0.53,0.54
6,17,61,497,6,2.77,503,14.73,0.53,0.54
6,17,61,497,6,2.77,503,14.73,0.53,0.54
11,122,88,509,17,8.29,526,33.34,0.48,0.52
11,122,88,509,17,8.29,526,33.34,0.48,0.52
11,122,88,509,17,8.29,526,33.34,0.48,0.52
12,961,71,507,18,8.86,525,35.17,0.47000000000000003,0.52
12,961,71,507,18,8.86,525,35.17,0.47000000000000003,0.52
12,961,71,507,18,8.86,525,35.17,0.47000000000000003,0.52
6,169,61,531,13,6.26,544,26.54,0.5,0.53
6,169,61,531,13,6.26,544,26.54,0.5,0.53
6,169,61,531,13,6.26,544,26.54,0.5,0.53
8,38,91,538,6,3.2,544,15.5,0.52,0.54
8,38,91,538,6,3.2,544,15.5,0.52,0.54
8,38,91,538,6,3.2,544,15.5,0.52,0.54
10,222,20,517,13,6.45,530,26.89,0.5,0.53
10,222,20,517,13,6.45,530,26.89,0.5,0.53
10,222,20,517,13,6.45,530,26.89,0.5,0.53
11,106,88,526,18,9.16,544,35.7,0.47000000000000003,0.52
11,106,88,526,18,9.16,544,35.7,0.47000000000000003,0.52
11,106,88,526,18,9.16,544,35.7,0.47000000000000003,0.52
15,131,66,520,12,6.08,532,25.43,0.5,0.53
15,131,66,520,12,6.08,532,25.43,0.5,0.53
15,131,66,520,12,6.08,532,25.43,0.5,0.53
0,167,24,544,6,3.24,550,15.57,0.52,0.54
0,167,24,544,6,3.24,550,15.57,0.52,0.54
0,167,24,544,6,3.24,550,15.57,0.52,0.54
8,232,91,546,6,3.01,552,15.15,0.52,0.54
8,232,91,546,6,3.01,552,15.15,0.52,0.54
8,232,91,546,6,3.01,552,15.15,0.52,0.54
12,130,71,542,16,8.22,558,32.44,0.48,0.52
12,130,71,542,16,8.22,558,32.44,0.48,0.52
12,130,71,542,16,8.22,558,32.44,0.48,0.52
0,222,24,585,17,8.62,602,33.94,0.48,0.52
0,222,24,585,17,8.62,602,33.94,0.48,0.52
0,222,24,585,17,8.62,602,33.94,0.48,0.52
8,834,91,573,4,2.14,577,12.02,0.53,0.55
8,834,91,573,4,2.14,577,12.02,0.53,0.55
8,834,91,573,4,2.14,577,12.02,0.53,0.55
13,839,80,607,8,4.1,615,18.7,0.52,0.54
13,839,80,607,8,4.1,615,18.7,0.52,0.54
13,839,80,607,8,4.1,615,18.7,0.52,0.54
10,991,20,730,15,7.27,745,29.93,0.49,0.53
10,991,20,730,15,7.27,745,29.93,0.49,0.53
10,991,20,730,15,7.27,745,29.93,0.49,0.53
6,780,45,972,10,4.94,982,21.79,0.51,0.54
6,780,45,972,10,4.94,982,21.79,0.51,0.54
6,780,45,972,10,4.94,982,21.79,0.51,0.54
10,457,97,1035,12,5.8,1047,24.92,0.5,0.53
10,457,97,1035,12,5.8,1047,24.92,0.5,0.53
10,457,97,1035,12,5.8,1047,24.92,0.5,0.53
14,397,67,1049,19,9.67,1068,37.42,0.47000000000000003,0.52
14,397,67,1049,19,9.67,1068,37.42,0.47000000000000003,0.52
14,397,67,1049,19,9.67,1068,37.42,0.47000000000000003,0.52
3,290,84,1054,18,9.14,1072,35.67,0.47000000000000003,0.52
3,290,84,1054,18,9.14,1072,35.67,0.47000000000000003,0.52
3,290,84,1054,18,9.14,1072,35.67,0.47000000000000003,0.52
10,255,97,1079,14,6.8,1093,28.29,0.49,0.53
10,255,97,1079,14,6.8,1093,28.29,0.49,0.53
10,255,97,1079,14,6.8,1093,28.29,0.49,0.53
14,336,67,1062,8,4.21,1070,18.91,0.52,0.54
14,336,67,1062,8,4.21,1070,18.91,0.52,0.54
14,336,67,1062,8,4.21,1070,18.91,0.52,0.54
9,629,17,1295,11,5.36,1306,23.34,0.5,0.53
9,629,17,1295,11,5.36,1306,23.34,0.5,0.53
9,629,17,1295,11,5.36,1306,23.34,0.5,0.53
11,574,35,1303,13,6.3,1316,26.61,0.5,0.53
11,574,35,1303,13,6.3,1316,26.61,0.5,0.53
11,574,35,1303,13,6.3,1316,26.61,0.5,0.53
15,621,41,1329,16,7.93,1345,31.91,0.48,0.52
15,621,41,1329,16,7.93,1345,31.91,0.48,0.52
15,621,41,1329,16,7.93,1345,31.91,0.48,0.52
15,715,41,1378,14,7.15,1392,28.93,0.49,0.53
15,715,41,1378,14,7.15,1392,28.93,0.49,0.53
15,715,41,1378,14,7.15,1392,28.93,0.49,0.53
11,617,35,1381,11,5.27,1392,23.17,0.5,0.53
11,617,35,1381,11,5.27,1392,23.17,0.5,0.53
11,617,35,1381,11,5.27,1392,23.17,0.5,0.53
15,697,41,1390,18,9.19,1408,35.77,0.47000000000000003,0.52
15,697,41,1390,18,9.19,1408,35.77,0.47000000000000003,0.52
15,697,41,1390,18,9.19,1408,35.77,0.47000000000000003,0.52
2,520,46,1415,13,6.68,1428,27.29,0.49,0.53
2,520,46,1415,13,6.68,1428,27.29,0.49,0.53
2,520,46,1415,13,6.68,1428,27.29,0.49,0.53
3,869,32,1420,19,9.31,1439,36.77,0.47000000000000003,0.52
3,869,32,1420,19,9.31,1439,36.77,0.47000000000000003,0.52
3,869,32,1420,19,9.31,1439,36.77,0.47000000000000003,0.52
11,901,35,1435,9,4.67,1444,20.51,0.51,0.54
11,901,35,1435,9,4.67,1444,20.51,0.51,0.54
11,901,35,1435,9,4.67,1444,20.51,0.51,0.54
5,949,35,185,8,3.85,193,18.24,0.52,0.54
5,949,35,185,8,3.85,193,18.24,0.52,0.54
5,949,35,185,8,3.85,193,18.24,0.52,0.54
5,949,35,185,8,3.85,193,18.24,0.52,0.54
11,942,67,225,14,7.04,239,28.73,0.49,0.53
11,942,67,225,14,7.04,239,28.73,0.49,0.53
11,942,67,225,14,7.04,239,28.73,0.49,0.53
11,942,67,225,14,7.04,239,28.73,0.49,0.53
0,851,51,314,17,8.74,331,34.16,0.48,0.52
0,851,51,314,17,8.74,331,34.16,0.48,0.52
0,851,51,314,17,8.74,331,34.16,0.48,0.52
0,851,51,314,17,8.74,331,34.16,0.48,0.52
1,892,18,302,17,8.59,319,33.89,0.48,0.52
1,892,18,302,17,8.59,319,33.89,0.48,0.52
1,892,18,302,17,8.59,319,33.89,0.48,0.52
