square_index,rider_id,driver_idx,trip_start_timestamp,trip_duration,ride_miles,trip_end_timestamp,price_of_ride,rider_acceptance_prob,driver_acceptance_prob
13,107,3,520,21,10.38,541,40.27,0.46,0.51
13,107,3,520,21,10.38,541,40.27,0.46,0.51
1,94,89,550,6,3.03,556,15.2,0.52,0.54
1,94,89,550,6,3.03,556,15.2,0.52,0.54
1,94,89,550,6,3.03,556,15.2,0.52,0.54
13,58,3,564,5,2.36,569,13.2,0.53,0.55
13,58,3,564,5,2.36,569,13.2,0.53,0.55
13,58,3,564,5,2.36,569,13.2,0.53,0.55
6,69,85,576,6,3.25,582,15.59,0.52,0.54
6,69,85,576,6,3.25,582,15.59,0.52,0.54
6,69,85,576,6,3.25,582,15.59,0.52,0.54
1,890,89,648,21,10.38,669,40.26,0.46,0.51
1,890,89,648,21,10.38,669,40.26,0.46,0.51
1,890,89,648,21,10.38,669,40.26,0.46,0.51
4,816,19,667,3,1.54,670,10.15,0.54,0.55
4,816,19,667,3,1.54,670,10.15,0.54,0.55
4,816,19,667,3,1.54,670,10.15,0.54,0.55
4,809,19,707,3,1.29,710,9.68,0.54,0.55
4,809,19,707,3,1.29,710,9.68,0.54,0.55
4,809,19,707,3,1.29,710,9.68,0.54,0.55
1,810,89,763,16,7.88,779,31.81,0.48,0.52
1,810,89,763,16,7.88,779,31.81,0.48,0.52
1,810,89,763,16,7.88,779,31.81,0.48,0.52
9,897,90,751,12,6.2,763,25.64,0.5,0.53
9,897,90,751,12,6.2,763,25.64,0.5,0.53
9,897,90,751,12,6.2,763,25.64,0.5,0.53
15,969,20,771,5,2.47,776,13.4,0.53,0.55
15,969,20,771,5,2.47,776,13.4,0.53,0.55
15,969,20,771,5,2.47,776,13.4,0.53,0.55
14,797,41,838,11,5.72,849,23.99,0.5,0.53
14,797,41,838,11,5.72,849,23.99,0.5,0.53
14,797,41,838,11,5.72,849,23.99,0.5,0.53
10,808,58,882,8,4.07,890,18.65,0.52,0.54
10,808,58,882,8,4.07,890,18.65,0.52,0.54
10,808,58,882,8,4.07,890,18.65,0.52,0.54
6,278,85,1011,7,3.44,1018,16.73,0.52,0.54
6,278,85,1011,7,3.44,1018,16.73,0.52,0.54
6,278,85,1011,7,3.44,1018,16.73,0.52,0.54
3,359,67,1022,7,3.45,1029,16.74,0.52,0.54
3,359,67,1022,7,3.45,1029,16.74,0.52,0.54
3,359,67,1022,7,3.45,1029,16.74,0.52,0.54
12,454,98,1039,6,2.89,1045,14.95,0.53,0.54
12,454,98,1039,6,2.89,1045,14.95,0.53,0.54
12,454,98,1039,6,2.89,1045,14.95,0.53,0.54
3,461,67,1064,3,1.61,1067,10.26,0.54,0.55
3,461,67,1064,3,1.61,1067,10.26,0.54,0.55
3,461,67,1064,3,1.61,1067,10.26,0.54,0.55
5,250,80,1057,11,5.73,1068,24.01,0.5,0.53
5,250,80,1057,11,5.73,1068,24.01,0.5,0.53
5,250,80,1057,11,5.73,1068,24.01,0.5,0.53
4,250,19,1130,6,2.91,1136,14.98,0.53,0.54
4,250,19,1130,6,2.91,1136,14.98,0.53,0.54
4,250,19,1130,6,2.91,1136,14.98,0.53,0.54
5,365,80,1112,14,6.83,1126,28.35,0.49,0.53
5,365,80,1112,14,6.83,1126,28.35,0.49,0.53
5,365,80,1112,14,6.83,1126,28.35,0.49,0.53
5,475,80,1143,10,4.98,1153,21.86,0.51,0.54
5,475,80,1143,10,4.98,1153,21.86,0.51,0.54
5,475,80,1143,10,4.98,1153,21.86,0.51,0.54
5,277,80,1174,14,6.94,1188,28.56,0.49,0.53
5,277,80,1174,14,6.94,1188,28.56,0.49,0.53
5,277,80,1174,14,6.94,1188,28.56,0.49,0.53
5,634,80,1253,4,1.78,1257,11.35,0.53,0.55
5,634,80,1253,4,1.78,1257,11.35,0.53,0.55
5,634,80,1253,4,1.78,1257,11.35,0.53,0.55
12,935,18,131,13,6.44,144,26.86,0.5,0.53
12,935,18,131,13,6.44,144,26.86,0.5,0.53
12,935,18,131,13,6.44,144,26.86,0.5,0.53
12,935,18,131,13,6.44,144,26.86,0.5,0.53
1,903,98,235,11,5.38,246,23.37,0.5,0.53
1,903,98,235,11,5.38,246,23.37,0.5,0.53
1,903,98,235,11,5.38,246,23.37,0.5,0.53
1,903,98,235,11,5.38,246,23.37,0.5,0.53
12,898,18,236,10,5.15,246,22.17,0.51,0.53
12,898,18,236,10,5.15,246,22.17,0.51,0.53
12,898,18,236,10,5.15,246,22.17,0.51,0.53
12,898,18,236,10,5.15,246,22.17,0.51,0.53
14,20,60,388,5,2.37,393,13.21,0.53,0.55
14,20,60,388,5,2.37,393,13.21,0.53,0.55
14,20,60,388,5,2.37,393,13.21,0.53,0.55
14,20,60,388,5,2.37,393,13.21,0.53,0.55
4,86,9,401,14,7.13,415,28.89,0.49,0.53
4,86,9,401,14,7.13,415,28.89,0.49,0.53
4,86,9,401,14,7.13,415,28.89,0.49,0.53
4,86,9,401,14,7.13,415,28.89,0.49,0.53
15,606,17,414,4,1.83,418,11.45,0.53,0.55
15,606,17,414,4,1.83,418,11.45,0.53,0.55
15,606,17,414,4,1.83,418,11.45,0.53,0.55
15,606,17,414,4,1.83,418,11.45,0.53,0.55
0,825,23,432,4,1.94,436,11.66,0.53,0.55
0,825,23,432,4,1.94,436,11.66,0.53,0.55
0,825,23,432,4,1.94,436,11.66,0.53,0.55
0,825,23,432,4,1.94,436,11.66,0.53,0.55
4,19,9,449,16,7.86,465,31.78,0.48,0.52
4,19,9,449,16,7.86,465,31.78,0.48,0.52
4,19,9,449,16,7.86,465,31.78,0.48,0.52
4,19,9,449,16,7.86,465,31.78,0.48,0.52
8,832,96,446,4,1.98,450,11.73,0.53,0.55
8,832,96,446,4,1.98,450,11.73,0.53,0.55
8,832,96,446,4,1.98,450,11.73,0.53,0.55
8,832,96,446,4,1.98,450,11.73,0.53,0.55
10,175,15,431,4,2.24,435,12.19,0.53,0.55
10,175,15,431,4,2.24,435,12.19,0.53,0.55
10,175,15,431,4,2.24,435,12.19,0.53,0.55
10,175,15,431,4,2.24,435,12.19,0.53,0.55
14,16,60,445,3,1.56,448,10.18,0.54,0.55
14,16,60,445,3,1.56,448,10.18,0.54,0.55
14,16,60,445,3,1.56,448,10.18,0.54,0.55
14,16,60,445,3,1.56,448,10.18,0.54,0.55
1,76,98,462,6,2.95,468,15.06,0.52,0.54
1,76,98,462,6,2.95,468,15.06,0.52,0.54
1,76,98,462,6,2.95,468,15.06,0.52,0.54
1,76,98,462,6,2.95,468,15.06,0.52,0.54
6,246,88,479,13,6.31,492,26.62,0.5,0.53
6,246,88,479,13,6.31,492,26.62,0.5,0.53
6,246,88,479,13,6.31,492,26.62,0.5,0.53
6,246,88,479,13,6.31,492,26.62,0.5,0.53
8,108,96,457,13,6.34,470,26.68,0.5,0.53
8,108,96,457,13,6.34,470,26.68,0.5,0.53
8,108,96,457,13,6.34,470,26.68,0.5,0.53
8,108,96,457,13,6.34,470,26.68,0.5,0.53
10,76,15,454,8,4.19,462,18.86,0.52,0.54
10,76,15,454,8,4.19,462,18.86,0.52,0.54
10,76,15,454,8,4.19,462,18.86,0.52,0.54
10,76,15,454,8,4.19,462,18.86,0.52,0.54
13,211,86,468,19,9.25,487,36.66,0.47000000000000003,0.52
13,211,86,468,19,9.25,487,36.66,0.47000000000000003,0.52
13,211,86,468,19,9.25,487,36.66,0.47000000000000003,0.52
13,211,86,468,19,9.25,487,36.66,0.47000000000000003,0.52
14,154,60,461,11,5.64,472,23.84,0.5,0.53
14,154,60,461,11,5.64,472,23.84,0.5,0.53
14,154,60,461,11,5.64,472,23.84,0.5,0.53
14,154,60,461,11,5.64,472,23.84,0.5,0.53
0,194,23,496,10,4.75,506,21.45,0.51,0.54
0,194,23,496,10,4.75,506,21.45,0.51,0.54
0,194,23,496,10,4.75,506,21.45,0.51,0.54
0,194,23,496,10,4.75,506,21.45,0.51,0.54
2,25,16,491,21,10.41,512,40.32,0.46,0.51
2,25,16,491,21,10.41,512,40.32,0.46,0.51
2,25,16,491,21,10.41,512,40.32,0.46,0.51
2,25,16,491,21,10.41,512,40.32,0.46,0.51
8,25,96,498,10,5.1,508,22.08,0.51,0.53
8,25,96,498,10,5.1,508,22.08,0.51,0.53
8,25,96,498,10,5.1,508,22.08,0.51,0.53
8,25,96,498,10,5.1,508,22.08,0.51,0.53
10,56,15,507,14,7.02,521,28.71,0.49,0.53
10,56,15,507,14,7.02,521,28.71,0.49,0.53
10,56,15,507,14,7.02,521,28.71,0.49,0.53
10,56,15,507,14,7.02,521,28.71,0.49,0.53
13,47,86,480,17,8.68,497,34.05,0.48,0.52
13,47,86,480,17,8.68,497,34.05,0.48,0.52
13,47,86,480,17,8.68,497,34.05,0.48,0.52
13,47,86,480,17,8.68,497,34.05,0.48,0.52
14,196,60,499,10,4.88,509,21.68,0.51,0.54
14,196,60,499,10,4.88,509,21.68,0.51,0.54
14,196,60,499,10,4.88,509,21.68,0.51,0.54
14,196,60,499,10,4.88,509,21.68,0.51,0.54
0,179,23,520,7,3.41,527,16.66,0.52,0.54
0,179,23,520,7,3.41,527,16.66,0.52,0.54
0,179,23,520,7,3.41,527,16.66,0.52,0.54
0,179,23,520,7,3.41,527,16.66,0.52,0.54
8,10,96,512,10,5.24,522,22.34,0.51,0.53
8,10,96,512,10,5.24,522,22.34,0.51,0.53
8,10,96,512,10,5.24,522,22.34,0.51,0.53
8,10,96,512,10,5.24,522,22.34,0.51,0.53
10,23,15,511,7,3.67,518,17.14,0.52,0.54
10,23,15,511,7,3.67,518,17.14,0.52,0.54
10,23,15,511,7,3.67,518,17.14,0.52,0.54
10,23,15,511,7,3.67,518,17.14,0.52,0.54
0,937,23,544,13,6.35,557,26.7,0.5,0.53
0,937,23,544,13,6.35,557,26.7,0.5,0.53
0,937,23,544,13,6.35,557,26.7,0.5,0.53
0,937,23,544,13,6.35,557,26.7,0.5,0.53
8,898,96,552,12,6.01,564,25.29,0.5,0.53
8,898,96,552,12,6.01,564,25.29,0.5,0.53
8,898,96,552,12,6.01,564,25.29,0.5,0.53
8,898,96,552,12,6.01,564,25.29,0.5,0.53
10,106,15,549,6,3.09,555,15.31,0.52,0.54
10,106,15,549,6,3.09,555,15.31,0.52,0.54
10,106,15,549,6,3.09,555,15.31,0.52,0.54
10,106,15,549,6,3.09,555,15.31,0.52,0.54
13,106,86,552,6,2.99,558,15.13,0.52,0.54
13,106,86,552,6,2.99,558,15.13,0.52,0.54
13,106,86,552,6,2.99,558,15.13,0.52,0.54
13,106,86,552,6,2.99,558,15.13,0.52,0.54
14,28,60,546,8,4.05,554,18.61,0.52,0.54
14,28,60,546,8,4.05,554,18.61,0.52,0.54
14,28,60,546,8,4.05,554,18.61,0.52,0.54
14,28,60,546,8,4.05,554,18.61,0.52,0.54
0,124,23,605,16,8.19,621,32.39,0.48,0.52
0,124,23,605,16,8.19,621,32.39,0.48,0.52
0,124,23,605,16,8.19,621,32.39,0.48,0.52
0,124,23,605,16,8.19,621,32.39,0.48,0.52
13,179,86,605,2,1.01,607,8.4,0.54,0.55
13,179,86,605,2,1.01,607,8.4,0.54,0.55
13,179,86,605,2,1.01,607,8.4,0.54,0.55
13,179,86,605,2,1.01,607,8.4,0.54,0.55
2,994,16,661,11,5.49,672,23.57,0.5,0.53
2,994,16,661,11,5.49,672,23.57,0.5,0.53
2,994,16,661,11,5.49,672,23.57,0.5,0.53
2,994,16,661,11,5.49,672,23.57,0.5,0.53
7,939,45,688,7,3.57,695,16.96,0.52,0.54
7,939,45,688,7,3.57,695,16.96,0.52,0.54
7,939,45,688,7,3.57,695,16.96,0.52,0.54
7,939,45,688,7,3.57,695,16.96,0.52,0.54
11,896,65,678,12,6.11,690,25.47,0.5,0.53
11,896,65,678,12,6.11,690,25.47,0.5,0.53
11,896,65,678,12,6.11,690,25.47,0.5,0.53
11,896,65,678,12,6.11,690,25.47,0.5,0.53
11,984,65,721,9,4.35,730,19.94,0.51,0.54
11,984,65,721,9,4.35,730,19.94,0.51,0.54
11,984,65,721,9,4.35,730,19.94,0.51,0.54
11,984,65,721,9,4.35,730,19.94,0.51,0.54
7,997,45,914,3,1.27,917,9.65,0.54,0.55
7,997,45,914,3,1.27,917,9.65,0.54,0.55
7,997,45,914,3,1.27,917,9.65,0.54,0.55
7,997,45,914,3,1.27,917,9.65,0.54,0.55
0,251,23,938,7,3.46,945,16.76,0.52,0.54
0,251,23,938,7,3.46,945,16.76,0.52,0.54
0,251,23,938,7,3.46,945,16.76,0.52,0.54
0,251,23,938,7,3.46,945,16.76,0.52,0.54
2,366,16,937,13,6.31,950,26.63,0.5,0.53
2,366,16,937,13,6.31,950,26.63,0.5,0.53
2,366,16,937,13,6.31,950,26.63,0.5,0.53
2,366,16,937,13,6.31,950,26.63,0.5,0.53
1,955,67,983,10,4.88,993,21.68,0.51,0.54
1,955,67,983,10,4.88,993,21.68,0.51,0.54
1,955,67,983,10,4.88,993,21.68,0.51,0.54
1,955,67,983,10,4.88,993,21.68,0.51,0.54
2,971,16,977,3,1.48,980,10.03,0.54,0.55
2,971,16,977,3,1.48,980,10.03,0.54,0.55
2,971,16,977,3,1.48,980,10.03,0.54,0.55
2,971,16,977,3,1.48,980,10.03,0.54,0.55
11,378,65,963,17,8.45,980,33.64,0.48,0.52
11,378,65,963,17,8.45,980,33.64,0.48,0.52
11,378,65,963,17,8.45,980,33.64,0.48,0.52
11,378,65,963,17,8.45,980,33.64,0.48,0.52
0,479,23,1010,9,4.58,1019,20.35,0.51,0.54
0,479,23,1010,9,4.58,1019,20.35,0.51,0.54
0,479,23,1010,9,4.58,1019,20.35,0.51,0.54
0,479,23,1010,9,4.58,1019,20.35,0.51,0.54
1,454,67,1001,16,7.96,1017,31.97,0.48,0.52
1,454,67,1001,16,7.96,1017,31.97,0.48,0.52
1,454,67,1001,16,7.96,1017,31.97,0.48,0.52
1,454,67,1001,16,7.96,1017,31.97,0.48,0.52
2,363,16,999,6,2.92,1005,14.99,0.52,0.54
2,363,16,999,6,2.92,1005,14.99,0.52,0.54
2,363,16,999,6,2.92,1005,14.99,0.52,0.54
2,363,16,999,6,2.92,1005,14.99,0.52,0.54
8,350,11,1019,18,9.0,1037,35.43,0.47000000000000003,0.52
8,350,11,1019,18,9.0,1037,35.43,0.47000000000000003,0.52
8,350,11,1019,18,9.0,1037,35.43,0.47000000000000003,0.52
8,350,11,1019,18,9.0,1037,35.43,0.47000000000000003,0.52
13,471,86,994,17,8.68,1011,34.05,0.48,0.52
13,471,86,994,17,8.68,1011,34.05,0.48,0.52
13,471,86,994,17,8.68,1011,34.05,0.48,0.52
13,471,86,994,17,8.68,1011,34.05,0.48,0.52
0,286,23,1034,24,12.06,1058,45.66,0.45,0.51
0,286,23,1034,24,12.06,1058,45.66,0.45,0.51
0,286,23,1034,24,12.06,1058,45.66,0.45,0.51
0,286,23,1034,24,12.06,1058,45.66,0.45,0.51
1,258,67,1031,4,2.12,1035,11.97,0.53,0.55
1,258,67,1031,4,2.12,1035,11.97,0.53,0.55
1,258,67,1031,4,2.12,1035,11.97,0.53,0.55
1,258,67,1031,4,2.12,1035,11.97,0.53,0.55
13,792,86,1025,7,3.71,1032,17.22,0.52,0.54
13,792,86,1025,7,3.71,1032,17.22,0.52,0.54
13,792,86,1025,7,3.71,1032,17.22,0.52,0.54
13,792,86,1025,7,3.71,1032,17.22,0.52,0.54
0,390,23,1069,16,7.91,1085,31.88,0.48,0.52
0,390,23,1069,16,7.91,1085,31.88,0.48,0.52
0,390,23,1069,16,7.91,1085,31.88,0.48,0.52
0,390,23,1069,16,7.91,1085,31.88,0.48,0.52
1,364,67,1065,5,2.46,1070,13.37,0.53,0.55
1,364,67,1065,5,2.46,1070,13.37,0.53,0.55
1,364,67,1065,5,2.46,1070,13.37,0.53,0.55
1,364,67,1065,5,2.46,1070,13.37,0.53,0.55
2,432,16,1051,12,5.95,1063,25.18,0.5,0.53
2,432,16,1051,12,5.95,1063,25.18,0.5,0.53
2,432,16,1051,12,5.95,1063,25.18,0.5,0.53
2,432,16,1051,12,5.95,1063,25.18,0.5,0.53
7,375,45,1077,11,5.29,1088,23.21,0.5,0.53
7,375,45,1077,11,5.29,1088,23.21,0.5,0.53
7,375,45,1077,11,5.29,1088,23.21,0.5,0.53
7,375,45,1077,11,5.29,1088,23.21,0.5,0.53
11,457,65,1065,9,4.53,1074,20.26,0.51,0.54
11,457,65,1065,9,4.53,1074,20.26,0.51,0.54
11,457,65,1065,9,4.53,1074,20.26,0.51,0.54
11,457,65,1065,9,4.53,1074,20.26,0.51,0.54
13,351,86,1079,8,3.87,1087,18.28,0.52,0.54
13,351,86,1079,8,3.87,1087,18.28,0.52,0.54
13,351,86,1079,8,3.87,1087,18.28,0.52,0.54
13,351,86,1079,8,3.87,1087,18.28,0.52,0.54
0,898,23,1102,13,6.29,1115,26.58,0.5,0.53
0,898,23,1102,13,6.29,1115,26.58,0.5,0.53
0,898,23,1102,13,6.29,1115,26.58,0.5,0.53
0,898,23,1102,13,6.29,1115,26.58,0.5,0.53
2,303,16,1080,18,9.21,1098,35.81,0.47000000000000003,0.52
2,303,16,1080,18,9.21,1098,35.81,0.47000000000000003,0.52
2,303,16,1080,18,9.21,1098,35.81,0.47000000000000003,0.52
2,303,16,1080,18,9.21,1098,35.81,0.47000000000000003,0.52
7,345,45,1090,13,6.32,1103,26.65,0.5,0.53
7,345,45,1090,13,6.32,1103,26.65,0.5,0.53
7,345,45,1090,13,6.32,1103,26.65,0.5,0.53
7,345,45,1090,13,6.32,1103,26.65,0.5,0.53
13,428,86,1109,10,4.84,1119,21.61,0.51,0.54
13,428,86,1109,10,4.84,1119,21.61,0.51,0.54
13,428,86,1109,10,4.84,1119,21.61,0.51,0.54
13,428,86,1109,10,4.84,1119,21.61,0.51,0.54
2,360,16,1117,11,5.46,1128,23.52,0.5,0.53
2,360,16,1117,11,5.46,1128,23.52,0.5,0.53
2,360,16,1117,11,5.46,1128,23.52,0.5,0.53
2,360,16,1117,11,5.46,1128,23.52,0.5,0.53
4,284,47,1112,10,4.93,1122,21.77,0.51,0.54
4,284,47,1112,10,4.93,1122,21.77,0.51,0.54
4,284,47,1112,10,4.93,1122,21.77,0.51,0.54
4,284,47,1112,10,4.93,1122,21.77,0.51,0.54
13,250,86,1116,14,7.08,1130,28.8,0.49,0.53
13,250,86,1116,14,7.08,1130,28.8,0.49,0.53
13,250,86,1116,14,7.08,1130,28.8,0.49,0.53
13,250,86,1116,14,7.08,1130,28.8,0.49,0.53
0,345,23,1142,4,1.77,1146,11.34,0.53,0.55
0,345,23,1142,4,1.77,1146,11.34,0.53,0.55
