square_index,rider_id,driver_idx,trip_start_timestamp,trip_duration,ride_miles,trip_end_timestamp,price_of_ride,rider_acceptance_prob,driver_acceptance_prob
6,63,19,389,18,8.79,407,35.04,0.47000000000000003,0.52
10,172,50,431,13,6.28,444,26.56,0.5,0.53
0,13,48,478,5,2.37,483,13.21,0.53,0.55
11,7,56,451,18,8.76,469,34.98,0.48,0.52
12,133,54,466,13,6.33,479,26.65,0.5,0.53
0,143,48,480,6,3.25,486,15.59,0.52,0.54
1,30,23,510,5,2.47,515,13.39,0.53,0.55
14,4,63,525,9,4.25,534,19.76,0.51,0.54
0,182,48,545,16,8.13,561,32.28,0.48,0.52
1,187,23,547,6,2.91,553,14.97,0.53,0.54
7,42,78,558,10,4.92,568,21.75,0.51,0.54
14,103,63,551,9,4.67,560,20.52,0.51,0.54
0,762,47,901,6,3.03,907,15.19,0.52,0.54
13,434,16,984,12,6.04,996,25.35,0.5,0.53
13,435,16,1041,10,5.18,1051,22.23,0.51,0.53
7,756,29,1114,12,6.12,1126,25.5,0.5,0.53
10,317,24,1149,13,6.25,1162,26.52,0.5,0.53
2,303,6,1176,13,6.52,1189,27.0,0.49,0.53
10,711,24,1207,11,5.34,1218,23.3,0.5,0.53
0,876,47,1248,14,7.17,1262,28.97,0.49,0.53
3,860,60,1237,12,5.96,1249,25.21,0.5,0.53
5,658,76,1243,5,2.46,1248,13.37,0.53,0.55
10,719,24,1254,12,6.07,1266,25.4,0.5,0.53
10,527,24,1267,6,3.18,1273,15.47,0.52,0.54
5,570,76,1313,12,5.84,1325,24.98,0.5,0.53
0,658,47,1323,12,5.97,1335,25.23,0.5,0.53
2,618,6,1325,7,3.32,1332,16.51,0.52,0.54
0,630,47,1357,15,7.45,1372,30.25,0.49,0.52
0,714,47,1380,9,4.58,1389,20.36,0.51,0.54
2,606,6,1389,10,5.24,1399,22.33,0.51,0.53
2,745,6,1426,8,4.14,1434,18.77,0.52,0.54
10,790,24,1428,12,5.81,1440,24.93,0.5,0.53
2,966,4,105,14,7.01,119,28.68,0.49,0.53
2,966,4,105,14,7.01,119,28.68,0.49,0.53
10,824,23,301,6,2.93,307,15.01,0.52,0.54
10,824,23,301,6,2.93,307,15.01,0.52,0.54
4,18,53,387,14,7.02,401,28.7,0.49,0.53
4,18,53,387,14,7.02,401,28.7,0.49,0.53
10,111,23,398,5,2.33,403,13.14,0.53,0.55
10,111,23,398,5,2.33,403,13.14,0.53,0.55
13,928,14,391,4,2.07,395,11.88,0.53,0.55
13,928,14,391,4,2.07,395,11.88,0.53,0.55
4,701,53,424,12,6.23,436,25.7,0.5,0.53
4,701,53,424,12,6.23,436,25.7,0.5,0.53
10,210,23,466,12,5.84,478,24.99,0.5,0.53
10,210,23,466,12,5.84,478,24.99,0.5,0.53
4,60,53,502,3,1.45,505,9.98,0.54,0.55
4,60,53,502,3,1.45,505,9.98,0.54,0.55
6,967,98,492,12,6.18,504,25.61,0.5,0.53
6,967,98,492,12,6.18,504,25.61,0.5,0.53
14,75,64,491,18,8.84,509,35.14,0.47000000000000003,0.52
14,75,64,491,18,8.84,509,35.14,0.47000000000000003,0.52
15,184,5,501,9,4.38,510,19.99,0.51,0.54
15,184,5,501,9,4.38,510,19.99,0.51,0.54
4,35,53,521,2,1.23,523,8.79,0.54,0.55
4,35,53,521,2,1.23,523,8.79,0.54,0.55
6,62,98,523,5,2.52,528,13.48,0.53,0.55
6,62,98,523,5,2.52,528,13.48,0.53,0.55
14,101,64,526,13,6.34,539,26.67,0.5,0.53
14,101,64,526,13,6.34,539,26.67,0.5,0.53
15,93,5,532,15,7.31,547,30.0,0.49,0.52
15,93,5,532,15,7.31,547,30.0,0.49,0.52
6,95,98,542,13,6.42,555,26.82,0.5,0.53
6,95,98,542,13,6.42,555,26.82,0.5,0.53
8,82,49,555,12,6.12,567,25.5,0.5,0.53
8,82,49,555,12,6.12,567,25.5,0.5,0.53
5,920,8,600,9,4.67,609,20.52,0.51,0.54
5,920,8,600,9,4.67,609,20.52,0.51,0.54
12,768,0,714,7,3.59,721,16.99,0.52,0.54
12,768,0,714,7,3.59,721,16.99,0.52,0.54
14,941,64,706,3,1.29,709,9.69,0.54,0.55
14,941,64,706,3,1.29,709,9.69,0.54,0.55
11,919,74,791,8,4.15,799,18.79,0.52,0.54
11,919,74,791,8,4.15,799,18.79,0.52,0.54
8,845,49,888,11,5.28,899,23.19,0.5,0.53
8,845,49,888,11,5.28,899,23.19,0.5,0.53
