square_index,rider_id,driver_idx,trip_start_timestamp,trip_duration,ride_miles,trip_end_timestamp,price_of_ride,rider_acceptance_prob,driver_acceptance_prob
0,155,44,528,12,6.05,540,25.38,0.5,0.53
4,192,67,529,10,5.12,539,22.12,0.51,0.53
4,192,67,529,10,5.12,539,22.12,0.51,0.53
9,144,26,538,14,6.8,552,28.3,0.49,0.53
9,144,26,538,14,6.8,552,28.3,0.49,0.53
10,32,18,512,11,5.29,523,23.21,0.5,0.53
10,32,18,512,11,5.29,523,23.21,0.5,0.53
12,190,50,524,16,7.83,540,31.74,0.48,0.52
12,190,50,524,16,7.83,540,31.74,0.48,0.52
15,89,47,535,8,3.93,543,18.38,0.52,0.54
15,89,47,535,8,3.93,543,18.38,0.52,0.54
0,18,44,545,18,9.02,563,35.46,0.47000000000000003,0.52
0,18,44,545,18,9.02,563,35.46,0.47000000000000003,0.52
8,10,48,553,12,5.97,565,25.23,0.5,0.53
8,10,48,553,12,5.97,565,25.23,0.5,0.53
0,135,44,606,11,5.56,617,23.69,0.5,0.53
0,135,44,606,11,5.56,617,23.69,0.5,0.53
4,882,67,641,13,6.48,654,26.93,0.5,0.53
4,882,67,641,13,6.48,654,26.93,0.5,0.53
0,959,44,682,7,3.46,689,16.76,0.52,0.54
0,959,44,682,7,3.46,689,16.76,0.52,0.54
4,977,67,697,3,1.66,700,10.36,0.54,0.55
4,977,67,697,3,1.66,700,10.36,0.54,0.55
8,966,48,747,8,3.87,755,18.29,0.52,0.54
8,966,48,747,8,3.87,755,18.29,0.52,0.54
7,916,33,770,8,4.15,778,18.79,0.52,0.54
7,916,33,770,8,4.15,778,18.79,0.52,0.54
9,832,26,755,8,4.13,763,18.76,0.52,0.54
9,832,26,755,8,4.13,763,18.76,0.52,0.54
14,832,41,871,8,3.8,879,18.16,0.52,0.54
14,832,41,871,8,3.8,879,18.16,0.52,0.54
8,984,48,937,10,5.0,947,21.89,0.51,0.54
8,984,48,937,10,5.0,947,21.89,0.51,0.54
7,258,33,981,8,3.7600000000000002,989,18.08,0.52,0.54
7,258,33,981,8,3.7600000000000002,989,18.08,0.52,0.54
7,304,33,995,5,2.38,1000,13.22,0.53,0.55
7,304,33,995,5,2.38,1000,13.22,0.53,0.55
9,270,26,1005,5,2.39,1010,13.25,0.53,0.55
9,270,26,1005,5,2.39,1010,13.25,0.53,0.55
14,344,41,993,14,7.03,1007,28.72,0.49,0.53
14,344,41,993,14,7.03,1007,28.72,0.49,0.53
7,316,33,1046,14,7.21,1060,29.04,0.49,0.53
7,316,33,1046,14,7.21,1060,29.04,0.49,0.53
9,379,26,1024,7,3.34,1031,16.53,0.52,0.54
9,379,26,1024,7,3.34,1031,16.53,0.52,0.54
9,895,26,1064,14,7.14,1078,28.91,0.49,0.53
9,895,26,1064,14,7.14,1078,28.91,0.49,0.53
14,299,41,1054,11,5.29,1065,23.2,0.5,0.53
14,299,41,1054,11,5.29,1065,23.2,0.5,0.53
5,270,62,1094,12,6.24,1106,25.71,0.5,0.53
5,270,62,1094,12,6.24,1106,25.71,0.5,0.53
14,316,41,1133,18,8.82,1151,35.09,0.47000000000000003,0.52
14,316,41,1133,18,8.82,1151,35.09,0.47000000000000003,0.52
6,365,0,1161,15,7.69,1176,30.7,0.49,0.52
6,365,0,1161,15,7.69,1176,30.7,0.49,0.52
7,289,33,1144,5,2.74,1149,13.9,0.53,0.55
7,289,33,1144,5,2.74,1149,13.9,0.53,0.55
6,295,0,1186,6,3.14,1192,15.39,0.52,0.54
6,295,0,1186,6,3.14,1192,15.39,0.52,0.54
6,580,0,1250,10,5.05,1260,21.98,0.51,0.53
6,580,0,1250,10,5.05,1260,21.98,0.51,0.53
14,653,41,1295,10,5.06,1305,22.01,0.51,0.53
14,653,41,1295,10,5.06,1305,22.01,0.51,0.53
7,568,33,1361,11,5.73,1372,24.0,0.5,0.53
7,568,33,1361,11,5.73,1372,24.0,0.5,0.53
13,977,41,172,7,3.72,179,17.23,0.52,0.54
13,977,41,172,7,3.72,179,17.23,0.52,0.54
13,977,41,172,7,3.72,179,17.23,0.52,0.54
15,850,25,165,8,4.03,173,18.58,0.52,0.54
15,850,25,165,8,4.03,173,18.58,0.52,0.54
15,850,25,165,8,4.03,173,18.58,0.52,0.54
2,961,73,194,9,4.59,203,20.38,0.51,0.54
2,961,73,194,9,4.59,203,20.38,0.51,0.54
2,961,73,194,9,4.59,203,20.38,0.51,0.54
11,992,21,225,8,3.98,233,18.49,0.52,0.54
11,992,21,225,8,3.98,233,18.49,0.52,0.54
11,992,21,225,8,3.98,233,18.49,0.52,0.54
11,218,21,375,14,6.9,389,28.47,0.49,0.53
11,218,21,375,14,6.9,389,28.47,0.49,0.53
11,218,21,375,14,6.9,389,28.47,0.49,0.53
2,33,73,404,18,9.15,422,35.69,0.47000000000000003,0.52
2,33,73,404,18,9.15,422,35.69,0.47000000000000003,0.52
2,33,73,404,18,9.15,422,35.69,0.47000000000000003,0.52
3,146,60,404,17,8.34,421,33.45,0.48,0.52
3,146,60,404,17,8.34,421,33.45,0.48,0.52
3,146,60,404,17,8.34,421,33.45,0.48,0.52
7,229,24,416,1,0.25,417,6.24,0.55,0.55
7,229,24,416,1,0.25,417,6.24,0.55,0.55
7,229,24,416,1,0.25,417,6.24,0.55,0.55
11,91,21,397,7,3.64,404,17.09,0.52,0.54
11,91,21,397,7,3.64,404,17.09,0.52,0.54
11,91,21,397,7,3.64,404,17.09,0.52,0.54
9,242,9,432,7,3.33,439,16.52,0.52,0.54
9,242,9,432,7,3.33,439,16.52,0.52,0.54
9,242,9,432,7,3.33,439,16.52,0.52,0.54
10,614,68,421,4,2.2,425,12.13,0.53,0.55
10,614,68,421,4,2.2,425,12.13,0.53,0.55
10,614,68,421,4,2.2,425,12.13,0.53,0.55
11,5,21,447,16,8.25,463,32.49,0.48,0.52
11,5,21,447,16,8.25,463,32.49,0.48,0.52
11,5,21,447,16,8.25,463,32.49,0.48,0.52
12,113,83,431,5,2.73,436,13.87,0.53,0.55
12,113,83,431,5,2.73,436,13.87,0.53,0.55
12,113,83,431,5,2.73,436,13.87,0.53,0.55
3,181,60,475,17,8.33,492,33.43,0.48,0.52
3,181,60,475,17,8.33,492,33.43,0.48,0.52
3,181,60,475,17,8.33,492,33.43,0.48,0.52
8,180,84,453,5,2.37,458,13.21,0.53,0.55
8,180,84,453,5,2.37,458,13.21,0.53,0.55
8,180,84,453,5,2.37,458,13.21,0.53,0.55
9,105,9,461,4,2.13,465,12.0,0.53,0.55
9,105,9,461,4,2.13,465,12.0,0.53,0.55
9,105,9,461,4,2.13,465,12.0,0.53,0.55
3,192,60,500,5,2.57,505,13.57,0.53,0.55
3,192,60,500,5,2.57,505,13.57,0.53,0.55
3,192,60,500,5,2.57,505,13.57,0.53,0.55
7,5,24,484,9,4.39,493,20.01,0.51,0.54
7,5,24,484,9,4.39,493,20.01,0.51,0.54
7,5,24,484,9,4.39,493,20.01,0.51,0.54
10,47,68,506,12,6.24,518,25.72,0.5,0.53
10,47,68,506,12,6.24,518,25.72,0.5,0.53
10,47,68,506,12,6.24,518,25.72,0.5,0.53
11,184,21,495,14,7.01,509,28.68,0.49,0.53
11,184,21,495,14,7.01,509,28.68,0.49,0.53
11,184,21,495,14,7.01,509,28.68,0.49,0.53
3,48,60,522,14,7.19,536,29.0,0.49,0.53
3,48,60,522,14,7.19,536,29.0,0.49,0.53
3,48,60,522,14,7.19,536,29.0,0.49,0.53
8,865,84,520,13,6.38,533,26.75,0.5,0.53
8,865,84,520,13,6.38,533,26.75,0.5,0.53
8,865,84,520,13,6.38,533,26.75,0.5,0.53
9,144,9,525,4,1.85,529,11.48,0.53,0.55
9,144,9,525,4,1.85,529,11.48,0.53,0.55
9,144,9,525,4,1.85,529,11.48,0.53,0.55
11,158,21,524,19,9.54,543,37.19,0.47000000000000003,0.52
11,158,21,524,19,9.54,543,37.19,0.47000000000000003,0.52
11,158,21,524,19,9.54,543,37.19,0.47000000000000003,0.52
8,38,84,545,17,8.35,562,33.46,0.48,0.52
8,38,84,545,17,8.35,562,33.46,0.48,0.52
8,38,84,545,17,8.35,562,33.46,0.48,0.52
10,162,68,596,6,3.04,602,15.21,0.52,0.54
10,162,68,596,6,3.04,602,15.21,0.52,0.54
10,162,68,596,6,3.04,602,15.21,0.52,0.54
8,895,84,654,6,2.94,660,15.02,0.52,0.54
8,895,84,654,6,2.94,660,15.02,0.52,0.54
8,895,84,654,6,2.94,660,15.02,0.52,0.54
8,962,84,759,11,5.28,770,23.19,0.5,0.53
8,962,84,759,11,5.28,770,23.19,0.5,0.53
8,962,84,759,11,5.28,770,23.19,0.5,0.53
0,839,35,832,15,7.68,847,30.68,0.49,0.52
0,839,35,832,15,7.68,847,30.68,0.49,0.52
0,839,35,832,15,7.68,847,30.68,0.49,0.52
8,864,84,959,8,3.78,967,18.11,0.52,0.54
8,864,84,959,8,3.78,967,18.11,0.52,0.54
8,864,84,959,8,3.78,967,18.11,0.52,0.54
8,415,84,987,8,3.87,995,18.29,0.52,0.54
8,415,84,987,8,3.87,995,18.29,0.52,0.54
8,415,84,987,8,3.87,995,18.29,0.52,0.54
1,304,26,1070,15,7.65,1085,30.62,0.49,0.52
1,304,26,1070,15,7.65,1085,30.62,0.49,0.52
1,304,26,1070,15,7.65,1085,30.62,0.49,0.52
8,493,84,1077,15,7.64,1092,30.61,0.49,0.52
8,493,84,1077,15,7.64,1092,30.61,0.49,0.52
8,493,84,1077,15,7.64,1092,30.61,0.49,0.52
10,271,68,1068,4,1.8900000000000001,1072,11.55,0.53,0.55
10,271,68,1068,4,1.8900000000000001,1072,11.55,0.53,0.55
10,271,68,1068,4,1.8900000000000001,1072,11.55,0.53,0.55
1,459,26,1098,3,1.41,1101,9.91,0.54,0.55
1,459,26,1098,3,1.41,1101,9.91,0.54,0.55
1,459,26,1098,3,1.41,1101,9.91,0.54,0.55
10,343,68,1104,11,5.41,1115,23.42,0.5,0.53
10,343,68,1104,11,5.41,1115,23.42,0.5,0.53
10,343,68,1104,11,5.41,1115,23.42,0.5,0.53
0,524,57,1181,14,6.91,1195,28.5,0.49,0.53
0,524,57,1181,14,6.91,1195,28.5,0.49,0.53
0,524,57,1181,14,6.91,1195,28.5,0.49,0.53
3,663,47,1273,15,7.25,1288,29.9,0.49,0.53
3,663,47,1273,15,7.25,1288,29.9,0.49,0.53
3,663,47,1273,15,7.25,1288,29.9,0.49,0.53
3,524,47,1352,8,4.21,1360,18.89,0.52,0.54
3,524,47,1352,8,4.21,1360,18.89,0.52,0.54
3,524,47,1352,8,4.21,1360,18.89,0.52,0.54
4,628,20,1354,12,5.91,1366,25.12,0.5,0.53
4,628,20,1354,12,5.91,1366,25.12,0.5,0.53
4,628,20,1354,12,5.91,1366,25.12,0.5,0.53
14,601,61,1356,12,5.78,1368,24.88,0.5,0.53
14,601,61,1356,12,5.78,1368,24.88,0.5,0.53
14,601,61,1356,12,5.78,1368,24.88,0.5,0.53
4,540,20,1390,9,4.52,1399,20.24,0.51,0.54
4,540,20,1390,9,4.52,1399,20.24,0.51,0.54
4,540,20,1390,9,4.52,1399,20.24,0.51,0.54
14,984,61,1381,8,4.07,1389,18.64,0.52,0.54
14,984,61,1381,8,4.07,1389,18.64,0.52,0.54
14,984,61,1381,8,4.07,1389,18.64,0.52,0.54
6,578,30,1436,16,7.77,1452,31.62,0.48,0.52
6,578,30,1436,16,7.77,1452,31.62,0.48,0.52
6,578,30,1436,16,7.77,1452,31.62,0.48,0.52
15,960,36,320,21,10.38,341,40.27,0.46,0.51
15,960,36,320,21,10.38,341,40.27,0.46,0.51
15,960,36,320,21,10.38,341,40.27,0.46,0.51
15,960,36,320,21,10.38,341,40.27,0.46,0.51
12,122,93,389,21,10.65,410,40.76,0.46,0.51
12,122,93,389,21,10.65,410,40.76,0.46,0.51
12,122,93,389,21,10.65,410,40.76,0.46,0.51
12,122,93,389,21,10.65,410,40.76,0.46,0.51
12,70,93,403,18,8.98,421,35.38,0.47000000000000003,0.52
12,70,93,403,18,8.98,421,35.38,0.47000000000000003,0.52
12,70,93,403,18,8.98,421,35.38,0.47000000000000003,0.52
12,70,93,403,18,8.98,421,35.38,0.47000000000000003,0.52
13,158,69,406,10,4.81,416,21.56,0.51,0.54
13,158,69,406,10,4.81,416,21.56,0.51,0.54
13,158,69,406,10,4.81,416,21.56,0.51,0.54
13,158,69,406,10,4.81,416,21.56,0.51,0.54
14,201,34,395,4,2.17,399,12.08,0.53,0.55
14,201,34,395,4,2.17,399,12.08,0.53,0.55
14,201,34,395,4,2.17,399,12.08,0.53,0.55
14,201,34,395,4,2.17,399,12.08,0.53,0.55
15,822,36,415,4,1.8900000000000001,419,11.56,0.53,0.55
15,822,36,415,4,1.8900000000000001,419,11.56,0.53,0.55
15,822,36,415,4,1.8900000000000001,419,11.56,0.53,0.55
15,822,36,415,4,1.8900000000000001,419,11.56,0.53,0.55
7,980,56,422,16,7.96,438,31.97,0.48,0.52
7,980,56,422,16,7.96,438,31.97,0.48,0.52
7,980,56,422,16,7.96,438,31.97,0.48,0.52
7,980,56,422,16,7.96,438,31.97,0.48,0.52
9,38,6,425,14,7.03,439,28.71,0.49,0.53
9,38,6,425,14,7.03,439,28.71,0.49,0.53
9,38,6,425,14,7.03,439,28.71,0.49,0.53
9,38,6,425,14,7.03,439,28.71,0.49,0.53
14,5,34,437,13,6.51,450,26.99,0.5,0.53
14,5,34,437,13,6.51,450,26.99,0.5,0.53
14,5,34,437,13,6.51,450,26.99,0.5,0.53
14,5,34,437,13,6.51,450,26.99,0.5,0.53
2,75,65,451,3,1.62,454,10.3,0.54,0.55
2,75,65,451,3,1.62,454,10.3,0.54,0.55
2,75,65,451,3,1.62,454,10.3,0.54,0.55
2,75,65,451,3,1.62,454,10.3,0.54,0.55
7,139,56,453,5,2.32,458,13.12,0.53,0.55
7,139,56,453,5,2.32,458,13.12,0.53,0.55
7,139,56,453,5,2.32,458,13.12,0.53,0.55
7,139,56,453,5,2.32,458,13.12,0.53,0.55
7,183,56,501,12,5.89,513,25.08,0.5,0.53
7,183,56,501,12,5.89,513,25.08,0.5,0.53
7,183,56,501,12,5.89,513,25.08,0.5,0.53
7,183,56,501,12,5.89,513,25.08,0.5,0.53
11,173,72,482,2,1.06,484,8.49,0.54,0.55
11,173,72,482,2,1.06,484,8.49,0.54,0.55
11,173,72,482,2,1.06,484,8.49,0.54,0.55
11,173,72,482,2,1.06,484,8.49,0.54,0.55
11,875,72,518,13,6.37,531,26.73,0.5,0.53
11,875,72,518,13,6.37,531,26.73,0.5,0.53
11,875,72,518,13,6.37,531,26.73,0.5,0.53
11,875,72,518,13,6.37,531,26.73,0.5,0.53
14,24,34,514,4,1.8800000000000001,518,11.54,0.53,0.55
14,24,34,514,4,1.8800000000000001,518,11.54,0.53,0.55
14,24,34,514,4,1.8800000000000001,518,11.54,0.53,0.55
14,24,34,514,4,1.8800000000000001,518,11.54,0.53,0.55
7,188,56,559,11,5.66,570,23.88,0.5,0.53
7,188,56,559,11,5.66,570,23.88,0.5,0.53
7,188,56,559,11,5.66,570,23.88,0.5,0.53
7,188,56,559,11,5.66,570,23.88,0.5,0.53
11,90,72,561,15,7.54,576,30.43,0.49,0.52
11,90,72,561,15,7.54,576,30.43,0.49,0.52
11,90,72,561,15,7.54,576,30.43,0.49,0.52
11,90,72,561,15,7.54,576,30.43,0.49,0.52
0,15,16,595,14,7.09,609,28.82,0.49,0.53
0,15,16,595,14,7.09,609,28.82,0.49,0.53
0,15,16,595,14,7.09,609,28.82,0.49,0.53
0,15,16,595,14,7.09,609,28.82,0.49,0.53
4,189,51,600,12,6.19,612,25.62,0.5,0.53
4,189,51,600,12,6.19,612,25.62,0.5,0.53
4,189,51,600,12,6.19,612,25.62,0.5,0.53
4,189,51,600,12,6.19,612,25.62,0.5,0.53
0,751,16,681,17,8.59,698,33.9,0.48,0.52
0,751,16,681,17,8.59,698,33.9,0.48,0.52
0,751,16,681,17,8.59,698,33.9,0.48,0.52
0,751,16,681,17,8.59,698,33.9,0.48,0.52
5,921,61,713,13,6.42,726,26.83,0.5,0.53
5,921,61,713,13,6.42,726,26.83,0.5,0.53
5,921,61,713,13,6.42,726,26.83,0.5,0.53
5,921,61,713,13,6.42,726,26.83,0.5,0.53
10,757,99,743,8,4.05,751,18.61,0.52,0.54
10,757,99,743,8,4.05,751,18.61,0.52,0.54
10,757,99,743,8,4.05,751,18.61,0.52,0.54
10,757,99,743,8,4.05,751,18.61,0.52,0.54
0,790,16,804,16,8.23,820,32.47,0.48,0.52
0,790,16,804,16,8.23,820,32.47,0.48,0.52
0,790,16,804,16,8.23,820,32.47,0.48,0.52
0,790,16,804,16,8.23,820,32.47,0.48,0.52
10,966,99,794,9,4.51,803,20.22,0.51,0.54
10,966,99,794,9,4.51,803,20.22,0.51,0.54
10,966,99,794,9,4.51,803,20.22,0.51,0.54
10,966,99,794,9,4.51,803,20.22,0.51,0.54
8,498,5,950,11,5.48,961,23.55,0.5,0.53
8,498,5,950,11,5.48,961,23.55,0.5,0.53
8,498,5,950,11,5.48,961,23.55,0.5,0.53
8,498,5,950,11,5.48,961,23.55,0.5,0.53
8,937,5,972,16,7.86,988,31.78,0.48,0.52
8,937,5,972,16,7.86,988,31.78,0.48,0.52
8,937,5,972,16,7.86,988,31.78,0.48,0.52
8,937,5,972,16,7.86,988,31.78,0.48,0.52
15,939,13,989,21,10.3,1010,40.12,0.46,0.51
15,939,13,989,21,10.3,1010,40.12,0.46,0.51
15,939,13,989,21,10.3,1010,40.12,0.46,0.51
15,939,13,989,21,10.3,1010,40.12,0.46,0.51
15,907,13,1000,2,0.84,1002,8.1,0.54,0.55
15,907,13,1000,2,0.84,1002,8.1,0.54,0.55
15,907,13,1000,2,0.84,1002,8.1,0.54,0.55
15,907,13,1000,2,0.84,1002,8.1,0.54,0.55
8,460,5,1044,14,7.11,1058,28.87,0.49,0.53
8,460,5,1044,14,7.11,1058,28.87,0.49,0.53
8,460,5,1044,14,7.11,1058,28.87,0.49,0.53
8,460,5,1044,14,7.11,1058,28.87,0.49,0.53
1,264,7,1069,2,0.84,1071,8.08,0.54,0.55
1,264,7,1069,2,0.84,1071,8.08,0.54,0.55
1,264,7,1069,2,0.84,1071,8.08,0.54,0.55
1,264,7,1069,2,0.84,1071,8.08,0.54,0.55
15,947,13,1064,14,7.12,1078,28.88,0.49,0.53
15,947,13,1064,14,7.12,1078,28.88,0.49,0.53
15,947,13,1064,14,7.12,1078,28.88,0.49,0.53
15,947,13,1064,14,7.12,1078,28.88,0.49,0.53
1,283,7,1088,14,6.89,1102,28.46,0.49,0.53
1,283,7,1088,14,6.89,1102,28.46,0.49,0.53
1,283,7,1088,14,6.89,1102,28.46,0.49,0.53
1,283,7,1088,14,6.89,1102,28.46,0.49,0.53
8,269,5,1098,3,1.62,1101,10.29,0.54,0.55
8,269,5,1098,3,1.62,1101,10.29,0.54,0.55
8,269,5,1098,3,1.62,1101,10.29,0.54,0.55
8,269,5,1098,3,1.62,1101,10.29,0.54,0.55
15,334,13,1100,24,11.9,1124,45.38,0.45,0.51
15,334,13,1100,24,11.9,1124,45.38,0.45,0.51
15,334,13,1100,24,11.9,1124,45.38,0.45,0.51
15,334,13,1100,24,11.9,1124,45.38,0.45,0.51
8,558,5,1174,15,7.29,1189,29.96,0.49,0.53
8,558,5,1174,15,7.29,1189,29.96,0.49,0.53
8,558,5,1174,15,7.29,1189,29.96,0.49,0.53
8,558,5,1174,15,7.29,1189,29.96,0.49,0.53
15,333,13,1180,17,8.3,1197,33.37,0.48,0.52
15,333,13,1180,17,8.3,1197,33.37,0.48,0.52
15,333,13,1180,17,8.3,1197,33.37,0.48,0.52
15,333,13,1180,17,8.3,1197,33.37,0.48,0.52
8,667,5,1282,7,3.49,1289,16.81,0.52,0.54
8,667,5,1282,7,3.49,1289,16.81,0.52,0.54
8,667,5,1282,7,3.49,1289,16.81,0.52,0.54
8,667,5,1282,7,3.49,1289,16.81,0.52,0.54
8,966,5,1313,16,7.98,1329,32.01,0.48,0.52
8,966,5,1313,16,7.98,1329,32.01,0.48,0.52
8,966,5,1313,16,7.98,1329,32.01,0.48,0.52
8,966,5,1313,16,7.98,1329,32.01,0.48,0.52
1,507,7,1328,11,5.68,1339,23.92,0.5,0.53
1,507,7,1328,11,5.68,1339,23.92,0.5,0.53
1,507,7,1328,11,5.68,1339,23.92,0.5,0.53
1,507,7,1328,11,5.68,1339,23.92,0.5,0.53
1,558,7,1388,6,2.95,1394,15.05,0.52,0.54
1,558,7,1388,6,2.95,1394,15.05,0.52,0.54
1,558,7,1388,6,2.95,1394,15.05,0.52,0.54
1,558,7,1388,6,2.95,1394,15.05,0.52,0.54
13,732,4,1425,14,7.13,1439,28.89,0.49,0.53
13,732,4,1425,14,7.13,1439,28.89,0.49,0.53
13,732,4,1425,14,7.13,1439,28.89,0.49,0.53
13,732,4,1425,14,7.13,1439,28.89,0.49,0.53
9,752,35,40,6,2.91,46,14.97,0.53,0.54
9,752,35,40,6,2.91,46,14.97,0.53,0.54
9,752,35,40,6,2.91,46,14.97,0.53,0.54
9,752,35,40,6,2.91,46,14.97,0.53,0.54
9,752,35,40,6,2.91,46,14.97,0.53,0.54
9,966,35,102,10,4.88,112,21.69,0.51,0.54
9,966,35,102,10,4.88,112,21.69,0.51,0.54
9,966,35,102,10,4.88,112,21.69,0.51,0.54
9,966,35,102,10,4.88,112,21.69,0.51,0.54
9,966,35,102,10,4.88,112,21.69,0.51,0.54
2,927,61,159,15,7.48,174,30.32,0.49,0.52
2,927,61,159,15,7.48,174,30.32,0.49,0.52
2,927,61,159,15,7.48,174,30.32,0.49,0.52
2,927,61,159,15,7.48,174,30.32,0.49,0.52
2,927,61,159,15,7.48,174,30.32,0.49,0.52
9,751,35,150,5,2.7,155,13.81,0.53,0.55
9,751,35,150,5,2.7,155,13.81,0.53,0.55
9,751,35,150,5,2.7,155,13.81,0.53,0.55
9,751,35,150,5,2.7,155,13.81,0.53,0.55
9,751,35,150,5,2.7,155,13.81,0.53,0.55
5,848,26,355,10,4.95,365,21.8,0.51,0.54
5,848,26,355,10,4.95,365,21.8,0.51,0.54
5,848,26,355,10,4.95,365,21.8,0.51,0.54
5,848,26,355,10,4.95,365,21.8,0.51,0.54
5,848,26,355,10,4.95,365,21.8,0.51,0.54
5,106,26,415,12,5.93,427,25.15,0.5,0.53
5,106,26,415,12,5.93,427,25.15,0.5,0.53
5,106,26,415,12,5.93,427,25.15,0.5,0.53
5,106,26,415,12,5.93,427,25.15,0.5,0.53
5,106,26,415,12,5.93,427,25.15,0.5,0.53
6,826,78,415,4,2.04,419,11.84,0.53,0.55
6,826,78,415,4,2.04,419,11.84,0.53,0.55
6,826,78,415,4,2.04,419,11.84,0.53,0.55
6,826,78,415,4,2.04,419,11.84,0.53,0.55
