square_index,rider_id,driver_idx,trip_start_timestamp,trip_duration,ride_miles,trip_end_timestamp,price_of_ride,rider_acceptance_prob,driver_acceptance_prob
13,847,28,70,9,4.38,79,19.99,0.51,0.54
3,61,84,362,13,6.45,375,26.88,0.5,0.53
12,222,77,385,13,6.62,398,27.19,0.49,0.53
2,47,59,412,4,1.8800000000000001,416,11.55,0.53,0.55
3,13,84,415,12,6.18,427,25.6,0.5,0.53
11,89,39,416,19,9.26,435,36.67,0.47000000000000003,0.52
12,624,77,403,10,4.89,413,21.7,0.51,0.54
3,238,84,432,12,5.86,444,25.02,0.5,0.53
12,218,77,442,11,5.74,453,24.03,0.5,0.53
14,14,56,421,16,7.95,437,31.95,0.48,0.52
3,232,84,465,8,4.16,473,18.81,0.52,0.54
8,99,26,455,18,8.82,473,35.09,0.47000000000000003,0.52
9,88,78,476,9,4.49,485,20.18,0.51,0.54
12,976,77,465,14,6.83,479,28.35,0.49,0.53
13,150,66,478,11,5.4,489,23.4,0.5,0.53
14,152,56,465,8,3.84,473,18.23,0.52,0.54
15,63,35,475,5,2.38,480,13.23,0.53,0.55
3,206,84,491,9,4.47,500,20.15,0.51,0.54
9,179,78,498,3,1.44,501,9.97,0.54,0.55
10,53,91,494,5,2.62,499,13.67,0.53,0.55
15,24,35,489,2,1.11,491,8.58,0.54,0.55
1,18,46,538,14,6.76,552,28.22,0.49,0.53
3,159,84,521,15,7.47,536,30.3,0.49,0.52
8,159,26,524,7,3.57,531,16.95,0.52,0.54
9,238,78,546,5,2.28,551,13.06,0.53,0.55
10,18,91,558,11,5.33,569,23.28,0.5,0.53
3,812,84,578,9,4.58,587,20.36,0.51,0.54
12,240,77,584,7,3.73,591,17.24,0.52,0.54
9,987,78,623,14,7.16,637,28.95,0.49,0.53
6,831,62,647,4,1.81,651,11.41,0.53,0.55
7,759,76,689,13,6.36,702,26.72,0.5,0.53
7,934,76,727,14,6.97,741,28.6,0.49,0.53
7,753,76,778,8,3.92,786,18.37,0.52,0.54
8,801,50,899,8,3.87,907,18.27,0.52,0.54
1,422,61,937,1,0.53,938,6.75,0.55,0.55
3,422,73,943,4,1.82,947,11.44,0.53,0.55
1,453,61,1019,4,2.18,1023,12.09,0.53,0.55
3,325,73,1018,14,6.95,1032,28.57,0.49,0.53
15,355,8,1097,8,4.16,1105,18.82,0.52,0.54
15,288,8,1117,9,4.55,1126,20.3,0.51,0.54
15,275,8,1169,15,7.53,1184,30.41,0.49,0.52
15,318,8,1236,16,7.83,1252,31.73,0.48,0.52
12,883,91,206,9,4.68,215,20.53,0.51,0.54
12,883,91,206,9,4.68,215,20.53,0.51,0.54
1,759,35,348,15,7.29,363,29.98,0.49,0.53
1,759,35,348,15,7.29,363,29.98,0.49,0.53
4,18,1,381,13,6.28,394,26.58,0.5,0.53
4,18,1,381,13,6.28,394,26.58,0.5,0.53
7,89,18,415,18,9.15,433,35.69,0.47000000000000003,0.52
7,89,18,415,18,9.15,433,35.69,0.47000000000000003,0.52
10,127,47,399,6,2.88,405,14.92,0.53,0.54
10,127,47,399,6,2.88,405,14.92,0.53,0.54
3,63,61,441,23,11.34,464,43.59,0.45,0.51
3,63,61,441,23,11.34,464,43.59,0.45,0.51
6,56,5,432,9,4.25,441,19.76,0.51,0.54
6,56,5,432,9,4.25,441,19.76,0.51,0.54
6,88,5,474,11,5.35,485,23.32,0.5,0.53
6,88,5,474,11,5.35,485,23.32,0.5,0.53
9,129,14,472,12,5.84,484,24.98,0.5,0.53
9,129,14,472,12,5.84,484,24.98,0.5,0.53
7,31,18,496,17,8.48,513,33.69,0.48,0.52
7,31,18,496,17,8.48,513,33.69,0.48,0.52
9,222,14,497,8,3.97,505,18.47,0.52,0.54
9,222,14,497,8,3.97,505,18.47,0.52,0.54
9,513,14,527,11,5.31,538,23.25,0.5,0.53
